First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,Link,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Mariusz,Ksiazkiewicz,The Iron Pol,"6' 3""",185 lbs.,"75.0""",Southpaw,8,1,0,0,http://ufcstats.com/fighter-details/ab16537dd1e5e81d,0.93,45%,3.40,39%,4.00,4.00,100%,0%,2.0
Junya,Kudo,,--,135 lbs.,--,Orthodox,10,7,2,0,http://ufcstats.com/fighter-details/487c170da059857d,1.85,71%,4.44,33%,0.00,0.00,0%,0%,0.0
John,Kuhner,,--,170 lbs.,--,,1,2,0,0,http://ufcstats.com/fighter-details/a272656ad662ac53,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Michael,Kuiper,,"6' 0""",185 lbs.,"73.0""",Orthodox,15,5,0,0,http://ufcstats.com/fighter-details/b7f38813485745da,3.28,54%,3.62,54%,2.30,2.30,55%,79%,0.0
Anton,Kuivanen,,"5' 8""",155 lbs.,"72.0""",Orthodox,24,10,0,0,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,2.27,38%,1.63,67%,1.20,1.20,100%,71%,0.4
Maiju,Kujala,,--,135 lbs.,--,,6,3,0,0,http://ufcstats.com/fighter-details/4e77d070239699e2,2.50,40%,5.50,36%,0.00,0.00,0%,50%,0.0
Aleksei,Kunchenko,,"5' 8""",170 lbs.,"70.0""",Orthodox,20,2,0,0,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,3.67,44%,2.83,63%,0.25,0.25,33%,80%,0.0
Rizvan,Kuniev,,"6' 4""",240 lbs.,"76.0""",Orthodox,11,2,1,0,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,7.09,73%,1.55,51%,4.09,4.09,75%,0%,0.0
Keigo,Kunihara,,"6' 0""",235 lbs.,--,Orthodox,3,2,0,0,http://ufcstats.com/fighter-details/782a2a17d3e38fdf,0.17,10%,1.99,57%,4.97,4.97,40%,100%,2.5
Kiichi,Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,0,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,1.87,44%,3.92,41%,1.59,1.59,20%,28%,0.3
Yana,Kunitskaya,,"5' 6""",135 lbs.,"68.0""",Orthodox,14,6,0,0,http://ufcstats.com/fighter-details/3143bf892608139a,4.28,56%,2.94,50%,1.53,1.53,53%,50%,0.2
Leo,Kuntz,The Lion,"5' 10""",155 lbs.,--,Orthodox,18,4,1,0,http://ufcstats.com/fighter-details/6905d45bd71b50a9,1.68,32%,3.80,45%,1.99,1.99,25%,33%,0.7
Korey,Kuppe,,"6' 5""",170 lbs.,"77.0""",Switch,8,4,0,0,http://ufcstats.com/fighter-details/780a2897055e3ee3,0.73,73%,1.33,31%,0.00,0.00,0%,69%,1.0
Ramazan,Kuramagomedov,,"6' 1""",170 lbs.,"73.0""",Orthodox,8,0,0,0,http://ufcstats.com/fighter-details/b6a73e6f11a8835c,11.67,67%,9.13,54%,1.00,1.00,14%,0%,0.0
Tsuyoshi,Kurihara,,"5' 10""",185 lbs.,--,Orthodox,10,8,2,0,http://ufcstats.com/fighter-details/032b65d5fff611b2,0.00,0%,12.00,50%,0.00,0.00,0%,0%,0.0
Eldari,Kurtanidze,,"5' 6""",235 lbs.,--,Orthodox,0,1,0,0,http://ufcstats.com/fighter-details/4c78fc005a53831d,0.47,20%,3.72,60%,0.00,0.00,0%,0%,0.0
Kyle,Kurtz,,--,170 lbs.,--,,7,5,0,0,http://ufcstats.com/fighter-details/b490def93478ae29,1.31,36%,2.95,52%,1.23,1.23,20%,0%,2.5
Guram,Kutateladze,Georgian Viking,"5' 11""",155 lbs.,"72.0""",Orthodox,12,3,0,0,http://ufcstats.com/fighter-details/7772b283d288dbe2,3.83,42%,4.37,58%,0.50,0.50,12%,77%,0.0
Lina,Kvokov,,"5' 9""",135 lbs.,--,Orthodox,0,3,0,0,http://ufcstats.com/fighter-details/843dd76c50cae0f6,2.31,30%,12.12,19%,0.00,0.00,0%,0%,0.0
Kaleo,Kwan,Leo Boy,"5' 7""",155 lbs.,--,,11,16,0,0,http://ufcstats.com/fighter-details/2545c7f47a65bca3,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jarrod,Kwitty,,"5' 8""",185 lbs.,--,,2,2,0,0,http://ufcstats.com/fighter-details/849d15ed7e3a0e97,0.53,50%,4.40,32%,8.00,8.00,50%,0%,2.0
Mike,Kyle,MAK,"6' 4""",205 lbs.,"77.0""",Orthodox,22,14,1,0,http://ufcstats.com/fighter-details/56b8b24f65f9f057,3.93,51%,3.35,49%,1.33,1.33,62%,50%,0.8
Achmed,Labasanov,,"6' 3""",215 lbs.,--,Orthodox,7,4,0,0,http://ufcstats.com/fighter-details/b3fb8d2293e17a59,0.75,39%,1.10,46%,3.00,3.00,100%,0%,0.8
Josh,LaBerge,,"5' 10""",145 lbs.,--,,11,6,0,0,http://ufcstats.com/fighter-details/5108b169b5fe1f86,2.53,36%,5.33,44%,0.00,0.00,0%,71%,0.0
Jeremiah,Labiano,The Kid,"5' 10""",135 lbs.,--,,11,5,0,0,http://ufcstats.com/fighter-details/4fe1d105af549845,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kemran,Lachinov,,--,170 lbs.,--,,3,2,0,0,http://ufcstats.com/fighter-details/eb84192d1a97f69e,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Aspen,Ladd,,"5' 6""",135 lbs.,"66.0""",Orthodox,9,3,0,0,http://ufcstats.com/fighter-details/d4691518d012b9e7,3.78,47%,4.65,47%,1.56,1.56,47%,62%,0.6
Ryan,LaFlare,,"6' 1""",170 lbs.,"74.0""",Southpaw,14,3,0,0,http://ufcstats.com/fighter-details/4c7781da8c6cae93,2.89,40%,1.86,63%,2.13,2.13,44%,58%,0.2
Ben,Lagman,Bad News,"6' 2""",185 lbs.,--,,6,5,0,0,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Noad,Lahat,Neo,"5' 9""",145 lbs.,"69.0""",Orthodox,11,2,0,0,http://ufcstats.com/fighter-details/9f755fb04cc21499,2.79,46%,1.47,63%,2.37,2.37,26%,16%,2.4
Tina,Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,--,Orthodox,5,1,0,0,http://ufcstats.com/fighter-details/e5ca2bc2451a5956,1.93,20%,4.67,57%,0.00,0.00,0%,16%,0.0
Yohan,Lainesse,White Lion,"6' 1""",170 lbs.,"76.0""",Orthodox,8,1,0,0,http://ufcstats.com/fighter-details/f998f5c102250d6e,4.32,49%,4.69,60%,2.82,2.82,40%,0%,1.4
Tim,Lajcik,The Bohemian,"6' 1""",225 lbs.,--,Orthodox,7,6,1,0,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Todd,Lally,,"5' 7""",145 lbs.,--,Orthodox,2,1,0,0,http://ufcstats.com/fighter-details/7d06092326c52528,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Sean,Lally,The Unpredictable One,"6' 0""",170 lbs.,--,Orthodox,7,3,0,0,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f,5.34,39%,7.23,30%,0.00,0.00,0%,0%,0.0
Ricardo,Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,20,8,0,0,http://ufcstats.com/fighter-details/3974fa35c917af1d,3.13,47%,2.87,57%,1.84,1.84,33%,46%,0.9
Jason,Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,26,13,0,0,http://ufcstats.com/fighter-details/5be86bb2f78fef2f,3.21,58%,1.84,50%,1.35,1.35,36%,28%,2.4
Jose,Landi-Jons,Pele,"5' 11""",170 lbs.,--,Orthodox,29,16,0,0,http://ufcstats.com/fighter-details/7e062824c175f975,0.99,40%,0.77,43%,2.20,2.20,80%,40%,2.2
Nate,Landwehr,The Train,"5' 9""",145 lbs.,"72.0""",Orthodox,15,4,0,0,http://ufcstats.com/fighter-details/583ee11abddfc581,6.51,52%,5.96,51%,0.48,0.48,50%,87%,1.0
Austen,Lane,,"6' 6""",245 lbs.,--,Orthodox,2,1,0,0,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,5.26,35%,6.32,60%,0.00,0.00,0%,0%,0.0
Aaron,Lanfranco,,--,155 lbs.,--,,5,1,0,0,http://ufcstats.com/fighter-details/d73e856f150744b2,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jeremy,Lang,,"5' 11""",205 lbs.,--,Southpaw,21,2,0,0,http://ufcstats.com/fighter-details/09422812370fbdfe,1.13,50%,1.41,42%,4.22,4.22,60%,0%,4.2
Lionel,Lanham,,--,205 lbs.,--,,5,1,0,0,http://ufcstats.com/fighter-details/b8980dd7e8fc5976,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Lina,Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,10,6,0,0,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,2.74,55%,3.89,45%,0.62,0.62,27%,48%,0.1
Taylor,Lapilus,Double Impact,"5' 6""",135 lbs.,"73.0""",Southpaw,11,2,0,0,http://ufcstats.com/fighter-details/8b1ed83b02303075,3.77,45%,2.00,61%,0.58,0.58,40%,81%,0.6
Chad,Laprise,The Disciple,"5' 10""",170 lbs.,"71.0""",Orthodox,13,4,0,0,http://ufcstats.com/fighter-details/c03a5022f8439f2a,4.78,42%,3.59,65%,1.05,1.05,54%,78%,0.0
Anthony,Lapsley,The Recipe,"5' 9""",170 lbs.,--,Southpaw,23,7,0,0,http://ufcstats.com/fighter-details/f3a853544e4413c4,0.53,34%,0.58,66%,0.00,0.00,0%,20%,0.0
TJ,Laramie,,"5' 6""",145 lbs.,"66.0""",Orthodox,12,5,0,0,http://ufcstats.com/fighter-details/cd2e5a390821fb48,1.49,50%,2.64,38%,1.44,1.44,33%,40%,0.0
Icho,Larenas,,"6' 3""",235 lbs.,--,Orthodox,6,5,0,0,http://ufcstats.com/fighter-details/49efbdc6c9f650c4,0.17,15%,2.50,28%,0.00,0.00,0%,14%,0.0
Lorenz,Larkin,The Monsoon,"5' 11""",170 lbs.,"72.0""",Orthodox,18,6,0,0,http://ufcstats.com/fighter-details/9450848a71d53776,3.53,46%,2.74,63%,0.27,0.27,42%,79%,0.1
Jeremy,Larsen,,"5' 10""",145 lbs.,"70.0""",Orthodox,8,5,0,0,http://ufcstats.com/fighter-details/c3bd649a9194e50c,4.87,48%,5.75,57%,2.49,2.49,33%,0%,0.0
Brock,Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,42,10,0,0,http://ufcstats.com/fighter-details/5eedbf1e9601be35,1.39,46%,1.50,55%,2.67,2.67,34%,43%,2.0
Ryan,Larson,,--,170 lbs.,--,,6,2,0,0,http://ufcstats.com/fighter-details/7107e53ebd7435fb,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Bobby,Lashley,,"6' 3""",255 lbs.,"78.0""",Orthodox,15,2,0,0,http://ufcstats.com/fighter-details/b0826525fa17231d,3.10,63%,0.76,63%,11.47,11.47,70%,0%,0.0
Ilir,Latifi,The Sledgehammer,"5' 10""",230 lbs.,"73.0""",Orthodox,16,8,0,0,http://ufcstats.com/fighter-details/e9a3aeb207578eea,1.84,39%,2.86,56%,2.02,2.02,34%,100%,0.4
Sione,Latu,,"6' 0""",215 lbs.,--,,1,0,0,0,http://ufcstats.com/fighter-details/5898357a45a73674,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jenel,Lausa,,"5' 5""",125 lbs.,"68.0""",Orthodox,7,5,0,0,http://ufcstats.com/fighter-details/ec664422b22d9787,1.44,42%,3.53,53%,0.55,0.55,66%,51%,0.8
Joe,Lauzon,,"5' 10""",155 lbs.,"71.0""",Orthodox,28,16,0,0,http://ufcstats.com/fighter-details/3bad7ef643840f67,2.84,39%,5.39,54%,2.39,2.39,45%,54%,2.0
Dan,Lauzon,The Upgrade,"5' 10""",155 lbs.,--,Orthodox,17,6,0,0,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,1.34,25%,4.09,61%,1.63,1.63,33%,80%,2.7
Sandra,Lavado,,--,115 lbs.,--,,10,2,0,0,http://ufcstats.com/fighter-details/aa6da8cb3a26da04,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Chatt,Lavender,,"5' 8""",170 lbs.,--,,9,7,0,0,http://ufcstats.com/fighter-details/5449dcccd972ff83,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Muhammed,Lawal,King Mo,"6' 0""",205 lbs.,"78.0""",Southpaw,21,6,0,0,http://ufcstats.com/fighter-details/a571770c4016736f,3.79,52%,1.61,66%,5.96,5.96,75%,87%,0.0
Robbie,Lawler,Ruthless,"5' 11""",170 lbs.,"74.0""",Southpaw,29,16,0,0,http://ufcstats.com/fighter-details/f2925e6db404bf1d,3.83,46%,4.67,59%,0.65,0.65,64%,65%,0.0
Tom,Lawlor,Filthy,"6' 0""",205 lbs.,"74.0""",Southpaw,10,6,0,0,http://ufcstats.com/fighter-details/4d44f37107f01b9b,2.50,42%,2.41,60%,2.46,2.46,32%,57%,1.4
Justin,Lawrence,The American Kidd,"5' 8""",145 lbs.,"67.0""",Orthodox,10,4,0,0,http://ufcstats.com/fighter-details/879f6cae48d25baa,3.84,35%,2.83,67%,0.72,0.72,28%,73%,0.0
Lance,Lawrence,,"6' 1""",145 lbs.,"74.0""",Orthodox,4,1,0,0,http://ufcstats.com/fighter-details/ce039df1994b18f0,5.87,50%,9.80,24%,1.00,1.00,100%,50%,0.0
Ronnie,Lawrence,The Heat,"5' 8""",135 lbs.,"68.0""",Switch,8,2,0,0,http://ufcstats.com/fighter-details/e7e01e266a9d4342,2.88,56%,1.75,53%,7.03,7.03,77%,47%,0.3
Eric,Lawson,,"6' 0""",185 lbs.,--,Orthodox,9,5,0,0,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42,1.58,57%,1.97,44%,8.88,8.88,42%,0%,3.0
Jimmy,Lawson,,--,265 lbs.,--,,4,1,0,0,http://ufcstats.com/fighter-details/e43eefb10d440cb0,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Valmir,Lazaro,Bidu,"6' 0""",155 lbs.,"73.0""",Orthodox,15,5,0,0,http://ufcstats.com/fighter-details/777dea713da2441d,4.87,37%,4.09,61%,1.33,1.33,40%,96%,0.0
Zviad,Lazishvili,,"5' 6""",135 lbs.,"69.0""",Orthodox,13,1,0,0,http://ufcstats.com/fighter-details/41498c2d1a87b154,4.20,39%,6.13,51%,0.00,0.00,0%,0%,0.0
Mounir,Lazzez,The Sniper,"6' 1""",170 lbs.,"76.0""",Orthodox,11,2,0,0,http://ufcstats.com/fighter-details/49ee5024966efc0d,7.40,54%,5.28,53%,1.84,1.84,66%,71%,0.0
Cung,Le,,"5' 9""",185 lbs.,"70.0""",Southpaw,9,3,0,0,http://ufcstats.com/fighter-details/d4f364dd076bb0e2,4.36,48%,2.98,66%,1.37,1.37,71%,88%,0.3
Thanh,Le,,"5' 9""",145 lbs.,"74.0""",Orthodox,6,1,0,0,http://ufcstats.com/fighter-details/882b3f5a0774d575,1.97,40%,1.82,70%,0.00,0.00,0%,100%,0.0
Jordan,Leavitt,The Monkey King,"5' 9""",155 lbs.,"71.0""",Southpaw,10,1,0,0,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,2.49,61%,1.82,53%,1.80,1.80,26%,33%,1.4
Jerome,LeBanner,,"6' 3""",265 lbs.,--,Southpaw,3,2,0,0,http://ufcstats.com/fighter-details/2d0b10789feafddb,0.92,35%,1.03,37%,0.00,0.00,0%,50%,0.0
Chris,Leben,The Crippler,"5' 11""",185 lbs.,"73.0""",Southpaw,22,11,0,0,http://ufcstats.com/fighter-details/d43a048a880efdff,2.87,42%,2.87,52%,1.14,1.14,41%,53%,0.8
Mickael,Lebout,Ragnar,"5' 11""",155 lbs.,"73.0""",Orthodox,16,7,1,0,http://ufcstats.com/fighter-details/c575ab451e3c5b1d,2.60,34%,2.98,54%,0.00,0.00,0%,60%,0.0
Stephen,Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,8,3,0,0,http://ufcstats.com/fighter-details/56ec58954158966a,1.20,38%,1.60,57%,5.00,5.00,45%,100%,0.0
Justin,Ledet,El Blanco,"6' 4""",205 lbs.,"80.0""",Orthodox,9,4,0,0,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430,3.35,39%,4.82,49%,0.23,0.23,50%,42%,0.2
James,Lee,,"5' 11""",205 lbs.,--,Southpaw,15,3,0,0,http://ufcstats.com/fighter-details/863d06a7ef8bc98c,1.40,42%,3.72,27%,13.95,13.95,50%,0%,7.0
David,Lee,,"5' 10""",155 lbs.,--,Orthodox,12,10,0,0,http://ufcstats.com/fighter-details/8caca5857ce0e30b,1.49,50%,3.31,42%,0.00,0.00,0%,50%,0.0
Jackie,Lee,,--,--,--,,0,1,0,0,http://ufcstats.com/fighter-details/4985113c0928aa62,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Eun Soo,Lee,,"6' 1""",215 lbs.,--,Orthodox,17,4,0,0,http://ufcstats.com/fighter-details/39c568f8c579913e,0.00,0%,3.05,60%,0.00,0.00,0%,50%,0.0
Tae Hyun,Lee,,"6' 6""",295 lbs.,--,Orthodox,1,2,0,0,http://ufcstats.com/fighter-details/de99da2c0d18d34a,1.37,31%,3.89,54%,5.15,5.15,100%,0%,0.0
Tommy,Lee,,"5' 7""",145 lbs.,--,Orthodox,25,6,0,0,http://ufcstats.com/fighter-details/806975e1b4f47b27,0.00,0%,0.30,75%,4.57,4.57,33%,0%,0.0
Matt,Lee,,"5' 11""",155 lbs.,--,Orthodox,14,10,1,0,http://ufcstats.com/fighter-details/d9e3743bae8d703d,0.00,0%,9.68,21%,0.00,0.00,0%,0%,0.0
Imani,Lee,,--,--,--,Orthodox,2,4,0,0,http://ufcstats.com/fighter-details/0802be3516ef8f66,0.00,0%,0.94,33%,0.00,0.00,0%,0%,0.0
Vaughan,Lee,,"5' 6""",125 lbs.,"66.0""",Orthodox,14,13,1,0,http://ufcstats.com/fighter-details/8bb6f4479685bbcc,3.47,47%,2.07,70%,0.81,0.81,33%,72%,1.0
Kevin,Lee,The Motown Phenom,"5' 9""",170 lbs.,"77.0""",Orthodox,18,7,0,0,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,3.89,42%,3.56,50%,3.19,3.19,43%,75%,0.8
Rocky,Lee,,"5' 9""",145 lbs.,--,Orthodox,3,2,0,0,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,2.47,51%,5.33,44%,1.00,1.00,10%,33%,0.0
Andrea,Lee,KGB,"5' 6""",125 lbs.,"69.0""",Orthodox,13,6,0,0,http://ufcstats.com/fighter-details/05fa626cb33d15b8,5.43,49%,3.64,64%,1.68,1.68,50%,56%,0.7
JeongYeong,Lee,Korean Tiger,"5' 10""",145 lbs.,"73.0""",Orthodox,8,1,0,0,http://ufcstats.com/fighter-details/d008d785f6347dc2,15.00,75%,3.33,50%,0.00,0.00,0%,50%,25.0
Ricky,Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,14,4,0,0,http://ufcstats.com/fighter-details/5817df778cc27274,1.07,41%,1.53,60%,5.00,5.00,41%,0%,0.0
Sherron,Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0,0,http://ufcstats.com/fighter-details/4f670b7972fa0a2e,2.86,51%,2.08,47%,5.19,5.19,80%,33%,0.0
Cheyden,Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0,0,http://ufcstats.com/fighter-details/98cbbc06074c68a4,1.87,28%,3.20,53%,2.00,2.00,33%,71%,0.0
Claudia,Leite,,--,135 lbs.,--,,8,2,0,0,http://ufcstats.com/fighter-details/90550a08f0b02b6f,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Thales,Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,28,9,0,0,http://ufcstats.com/fighter-details/cfb65863d5099327,2.13,40%,2.99,52%,2.10,2.10,27%,30%,1.1
Stefan,Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,0,3,0,0,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb,2.40,43%,6.17,68%,0.00,0.00,0%,0%,0.0
Gabe,Lemley,,"5' 8""",155 lbs.,--,Orthodox,13,9,0,0,http://ufcstats.com/fighter-details/fd4578cac86d75ca,0.82,35%,6.03,45%,0.00,0.00,0%,0%,0.0
Amanda,Lemos,,"5' 4""",115 lbs.,"65.0""",Southpaw,12,2,1,0,http://ufcstats.com/fighter-details/3df5493bb279226f,4.87,57%,4.40,48%,1.07,1.07,57%,81%,0.5
Giacomo,Lemos,,"6' 3""",247 lbs.,"75.0""",Orthodox,6,0,0,0,http://ufcstats.com/fighter-details/f37822d5b3e47517,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Christophe,Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0,0,http://ufcstats.com/fighter-details/7269329bd87eb479,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jesse,Lennox,The Ox,"5' 9""",170 lbs.,"72.0""",Orthodox,14,4,0,0,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,2.69,32%,3.20,64%,1.22,1.22,66%,63%,0.3
Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,16,17,3,0,http://ufcstats.com/fighter-details/e60201cfab7d656d,1.13,34%,0.27,60%,0.00,0.00,0%,33%,0.0
Nik,Lentz,The Carny,"5' 8""",145 lbs.,"68.0""",Orthodox,30,12,2,0,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,3.44,47%,3.25,50%,3.30,3.30,32%,43%,1.2
Alberta Cerra,Leon,,"5' 8""",238 lbs.,--,,0,1,0,0,http://ufcstats.com/fighter-details/6e02c318762f52f1,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Victoria,Leonardo,Fury,"5' 5""",125 lbs.,"64.0""",Orthodox,8,5,0,0,http://ufcstats.com/fighter-details/9dedfdd91070ddd8,3.71,41%,5.14,45%,1.56,1.56,27%,66%,0.0
Anthony,Leone,,"5' 6""",135 lbs.,--,Orthodox,15,8,0,0,http://ufcstats.com/fighter-details/86b9b51a81e9c339,1.94,53%,2.52,56%,1.72,1.72,18%,0%,0.0
Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,9,4,0,0,http://ufcstats.com/fighter-details/657d0ed181f04215,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,0,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,0.76,83%,2.12,30%,4.55,4.55,100%,0%,2.3
Michael,Lerma,,--,--,--,,0,1,0,0,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3,0.00,0%,6.47,45%,0.00,0.00,0%,0%,0.0
Lukasz,Les,,--,170 lbs.,--,,8,3,0,0,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Brock,Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0,0,http://ufcstats.com/fighter-details/513c6f1715e547a8,3.53,72%,2.11,50%,3.90,3.90,55%,60%,0.5
Frank,Lester,,"5' 11""",170 lbs.,--,Orthodox,11,6,0,0,http://ufcstats.com/fighter-details/edd8d5d8089a35f8,2.18,36%,3.82,53%,0.00,0.00,0%,0%,0.0
Valerie,Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0,0,http://ufcstats.com/fighter-details/46a2f24feb258ae0,4.51,37%,5.40,58%,0.77,0.77,45%,66%,0.3
Leah,Letson,Nidas,"5' 7""",145 lbs.,"71.0""",,5,3,0,0,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7,3.06,41%,3.84,52%,0.51,0.51,50%,76%,0.0
Justin,Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,10,7,0,0,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778,1.24,47%,3.15,37%,1.69,1.69,50%,33%,5.1
Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,0,http://ufcstats.com/fighter-details/182f2b78582de3d8,2.55,64%,3.70,37%,3.89,3.89,36%,83%,0.6
David,Levicki,,"6' 5""",275 lbs.,--,,1,3,0,0,http://ufcstats.com/fighter-details/49590e0508b2c19f,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kyle,Levinton,,--,--,--,,0,3,0,0,http://ufcstats.com/fighter-details/81ddc98fceb30086,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Natan,Levy,,"5' 9""",155 lbs.,"71.0""",Southpaw,7,1,0,0,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5,3.84,52%,3.62,54%,5.13,5.13,56%,41%,0.7
John,Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3,0,http://ufcstats.com/fighter-details/4a01dc8376736ef5,0.00,0%,4.00,66%,0.00,0.00,0%,0%,0.0
Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,26,9,0,0,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,2.56,50%,2.51,41%,0.60,0.60,28%,55%,0.0
Bevon,Lewis,,"6' 3""",185 lbs.,"79.0""",Orthodox,7,3,0,0,http://ufcstats.com/fighter-details/899923ff6ab13917,3.73,43%,2.67,54%,0.00,0.00,0%,66%,0.0
Brandon,Lewis,,"5' 4""",135 lbs.,"65.0""",Orthodox,5,1,0,0,http://ufcstats.com/fighter-details/6623cb1c27025634,1.33,39%,1.87,54%,0.00,0.00,0%,20%,0.0
Chi,Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,,7,0,1,0,http://ufcstats.com/fighter-details/a307a10414d0ad00,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Li,Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",Orthodox,19,7,0,0,http://ufcstats.com/fighter-details/e64b96c07d7ce999,4.39,42%,3.66,58%,1.27,1.27,40%,60%,0.0
Liang,Na,The Dragon Girl,"5' 5""",115 lbs.,"67.0""",Orthodox,19,6,0,0,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,2.94,52%,4.09,27%,5.74,5.74,50%,0%,1.9
Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,20,11,0,0,http://ufcstats.com/fighter-details/a8aba6fd8a463043,2.46,51%,2.76,41%,3.28,3.28,53%,30%,1.6
Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0,0,http://ufcstats.com/fighter-details/a390eb8a9b2df298,2.97,35%,2.71,56%,0.44,0.44,75%,81%,0.0
Rodrigo,Lidio,The Dynamis,--,155 lbs.,--,,12,2,0,0,http://ufcstats.com/fighter-details/11b5a809c3120e27,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Sam,Liera,,--,--,--,,12,10,0,0,http://ufcstats.com/fighter-details/421ccfc6ddb17958,0.82,60%,7.36,51%,0.00,0.00,0%,66%,0.0
Zach,Light,,"5' 8""",170 lbs.,--,Orthodox,9,11,0,0,http://ufcstats.com/fighter-details/5d7c18191b8aa432,0.81,33%,1.90,48%,1.36,1.36,100%,0%,0.0
Scott,Lighty,,"6' 2""",205 lbs.,--,,6,2,0,0,http://ufcstats.com/fighter-details/998c8890a8dde1eb,2.91,21%,4.24,49%,0.00,0.00,0%,0%,0.0
