First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,Link,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Cristiane,Justino,Cyborg,"5' 8""",145 lbs.,"68.0""",Orthodox,21,2,0,0,http://ufcstats.com/fighter-details/634bb0de2eb043b4,7.28,52%,2.25,64%,0.66,0.66,55%,94%,0.4
Patrick,Kaase,Kamikaze,"5' 9""",185 lbs.,--,,1,2,0,0,http://ufcstats.com/fighter-details/b180f05acb24d430,4.40,67%,0.53,50%,0.00,0.00,0%,50%,0.0
Emily,Kagan,,"5' 3""",115 lbs.,--,,3,3,0,0,http://ufcstats.com/fighter-details/c1ea9d56cd953586,2.60,36%,5.29,38%,1.86,1.86,14%,50%,0.0
Oron,Kahlon,,"5' 8""",135 lbs.,"70.0""",Orthodox,16,1,0,0,http://ufcstats.com/fighter-details/00a35c92b03992b0,0.85,37%,4.93,36%,0.00,0.00,0%,40%,0.0
Sirwan,Kakai,Zohan,"5' 5""",135 lbs.,--,Orthodox,12,5,0,0,http://ufcstats.com/fighter-details/2525a853486ee670,3.57,41%,4.63,62%,4.00,4.00,42%,83%,0.0
Saidyokub,Kakhramonov,,"5' 8""",135 lbs.,"69.0""",Orthodox,10,2,0,0,http://ufcstats.com/fighter-details/50a28b9f8314e008,2.29,54%,0.91,57%,6.07,6.07,52%,80%,2.0
Geza,Kalman,,"6' 1""",200 lbs.,--,,4,9,0,0,http://ufcstats.com/fighter-details/304fcd812f12c589,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Bryson,Kamaka,,"5' 11""",170 lbs.,--,Orthodox,12,20,1,0,http://ufcstats.com/fighter-details/9336e86cfd4ceaa1,9.47,60%,12.63,0%,0.00,0.00,0%,100%,0.0
Kai,Kamaka,The Fighting Hawaiian,"5' 7""",145 lbs.,"69.0""",Orthodox,8,4,1,0,http://ufcstats.com/fighter-details/eee0ef3e2b14816b,4.96,57%,5.29,55%,1.93,1.93,58%,52%,0.3
Martin,Kampmann,The Hitman,"6' 0""",170 lbs.,"72.0""",Orthodox,20,7,0,0,http://ufcstats.com/fighter-details/8b69839f3555a67b,3.22,42%,3.28,62%,1.86,1.86,41%,78%,2.0
Bharat,Kandare,Daring,"5' 7""",135 lbs.,"72.0""",Orthodox,5,3,0,0,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4,0.70,10%,1.88,72%,0.00,0.00,0%,0%,0.0
Hiromitsu,Kanehara,,"5' 10""",200 lbs.,--,Orthodox,19,27,5,0,http://ufcstats.com/fighter-details/eda579d906cf0ca2,0.76,22%,4.39,40%,0.00,0.00,0%,40%,0.4
Masanori,Kanehara,,"5' 7""",135 lbs.,"67.0""",Orthodox,26,12,5,0,http://ufcstats.com/fighter-details/f3a078277b3b8ff4,1.88,49%,1.63,62%,1.44,1.44,50%,63%,0.9
Ken,Kaneko,,"6' 0""",161 lbs.,--,Orthodox,0,3,0,0,http://ufcstats.com/fighter-details/5345f86680378fc1,0.00,0%,0.94,42%,0.00,0.00,0%,0%,3.5
Denis,Kang,,"5' 11""",185 lbs.,"77.0""",Orthodox,35,16,2,0,http://ufcstats.com/fighter-details/3c241737a6069b9f,2.27,35%,1.65,67%,2.51,2.51,65%,38%,1.2
Kyung Ho,Kang,Mr. Perfect,"5' 9""",135 lbs.,"73.0""",Orthodox,18,9,0,0,http://ufcstats.com/fighter-details/a7897d200692ab64,2.99,48%,2.87,58%,2.00,2.00,55%,70%,0.8
Manel,Kape,StarBoy,"5' 5""",125 lbs.,"68.0""",Southpaw,17,6,0,0,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,4.69,53%,4.59,51%,0.77,0.77,28%,80%,0.0
David,Kaplan,Diamond,"5' 7""",155 lbs.,--,Orthodox,3,4,0,0,http://ufcstats.com/fighter-details/5669b828e7e11329,2.88,46%,4.32,67%,4.88,4.88,43%,0%,0.7
Kai,Kara-France,Don't Blink,"5' 4""",125 lbs.,"69.0""",Orthodox,24,9,0,0,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,4.84,40%,3.51,65%,0.43,0.43,21%,86%,0.0
Georgi,Karakhanyan,Insane,"5' 8""",145 lbs.,--,,26,7,1,0,http://ufcstats.com/fighter-details/43292ecf0e72c143,4.49,39%,5.00,54%,1.41,1.41,50%,33%,1.9
Alex,Karalexis,The Assassin,"5' 8""",155 lbs.,"66.0""",Orthodox,10,6,0,0,http://ufcstats.com/fighter-details/e361e5c858af6ff1,2.57,42%,2.39,54%,2.70,2.70,45%,86%,0.9
Impa,Kasanganay,Tshilobo,"5' 11""",170 lbs.,"75.0""",Orthodox,9,2,0,0,http://ufcstats.com/fighter-details/257b0c8d6f199895,4.96,48%,3.66,58%,1.75,1.75,58%,66%,0.2
Jinnosuke,Kashimura,,"5' 7""",155 lbs.,"71.0""",Southpaw,4,2,0,0,http://ufcstats.com/fighter-details/4a9120fa47bafef0,0.21,50%,7.37,25%,3.16,3.16,100%,0%,6.3
Nadia,Kassem,,"5' 5""",125 lbs.,"66.0""",Southpaw,5,2,0,0,http://ufcstats.com/fighter-details/6e7506127408aa9e,3.13,41%,4.48,48%,0.46,0.46,33%,40%,2.8
Yusuke,Kasuya,,"5' 7""",155 lbs.,--,Southpaw,9,3,0,0,http://ufcstats.com/fighter-details/3058888c33149a53,2.17,44%,4.34,48%,1.36,1.36,33%,0%,0.0
Tetsuji,Kato,,--,155 lbs.,--,Orthodox,20,10,0,0,http://ufcstats.com/fighter-details/542db012217ecb83,1.20,29%,2.10,70%,2.00,2.00,57%,80%,0.5
Hisaki,Kato,,"6' 0""",185 lbs.,--,,8,2,0,0,http://ufcstats.com/fighter-details/ebf1c247b2cba375,2.80,48%,1.72,68%,1.62,1.62,100%,0%,0.0
Brad,Katona,,"5' 6""",135 lbs.,"64.0""",Orthodox,8,2,0,0,http://ufcstats.com/fighter-details/7b433309b0fd12aa,3.33,51%,2.98,57%,1.25,1.25,22%,47%,0.0
Calvin,Kattar,,"5' 11""",145 lbs.,"72.0""",Orthodox,23,6,0,0,http://ufcstats.com/fighter-details/751de04455cfaac0,5.19,39%,7.15,54%,0.44,0.44,29%,91%,0.1
Sarah,Kaufman,,"5' 5""",135 lbs.,"66.0""",Orthodox,18,4,0,0,http://ufcstats.com/fighter-details/36df8e119aec6175,6.65,46%,4.00,62%,0.38,0.38,57%,81%,0.0
Yusuke,Kawaguchi,,"6' 0""",255 lbs.,--,,18,12,0,0,http://ufcstats.com/fighter-details/fa2320781bfe4f49,2.87,47%,3.93,50%,0.00,0.00,0%,72%,0.0
Canaan,Kawaihae,,"6' 0""",145 lbs.,"71.0""",Southpaw,6,2,0,0,http://ufcstats.com/fighter-details/58d42b9e920b25fc,2.83,51%,4.59,36%,0.00,0.00,0%,100%,0.0
Tatsuya,Kawajiri,Crusher,"5' 7""",145 lbs.,"69.0""",Orthodox,36,11,2,0,http://ufcstats.com/fighter-details/80d918336163b80c,2.04,44%,2.01,50%,3.63,3.63,48%,63%,1.1
Ryo,Kawamura,,"5' 11""",205 lbs.,--,Orthodox,18,9,4,0,http://ufcstats.com/fighter-details/9e91d7fd2720e241,0.60,16%,3.93,39%,0.00,0.00,0%,6%,0.0
Doug,Kay,,--,--,--,,0,0,0,0,http://ufcstats.com/fighter-details/547c5611bd366988,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Toshiomi,Kazama,,"5' 7""",135 lbs.,"69.0""",Orthodox,10,2,0,0,http://ufcstats.com/fighter-details/148bb103cfbf123e,1.67,62%,1.47,47%,2.00,2.00,15%,66%,0.0
Julie,Kedzie,,"5' 5""",135 lbs.,--,Orthodox,16,13,0,0,http://ufcstats.com/fighter-details/981ab7a0576f76a0,2.90,36%,3.18,46%,1.14,1.14,23%,78%,0.0
Ryan,Keenan,,"5' 10""",170 lbs.,--,,6,2,0,0,http://ufcstats.com/fighter-details/a72b20136239ba39,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
CJ,Keith,,"6' 0""",155 lbs.,--,Orthodox,8,4,0,0,http://ufcstats.com/fighter-details/c0eecd851dbf3146,0.86,50%,1.82,50%,0.00,0.00,0%,62%,0.0
Chris,Kelades,The Greek Assassin,"5' 7""",125 lbs.,"68.0""",Orthodox,9,3,0,0,http://ufcstats.com/fighter-details/56c9acc4e86046a2,2.40,43%,2.64,48%,1.04,1.04,18%,53%,0.3
Brian,Kelleher,Boom,"5' 6""",135 lbs.,"66.0""",Switch,24,14,0,0,http://ufcstats.com/fighter-details/7be14eaed4c74856,3.36,41%,4.61,54%,1.79,1.79,42%,60%,0.7
Mayana,Kellem,,"5' 5""",135 lbs.,--,Orthodox,7,1,0,0,http://ufcstats.com/fighter-details/c788481ae19e798d,1.94,22%,2.90,62%,0.00,0.00,0%,0%,0.0
Tony,Kelley,Primetime,"5' 9""",135 lbs.,"70.0""",Switch,8,3,0,0,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,5.55,47%,4.85,45%,0.00,0.00,0%,52%,1.4
Paul,Kelly,,"5' 9""",155 lbs.,"70.0""",Orthodox,14,5,0,0,http://ufcstats.com/fighter-details/aac5ac38148f0528,3.22,37%,2.61,59%,1.34,1.34,60%,30%,1.5
John,Kelly,,"5' 9""",170 lbs.,--,,5,4,0,0,http://ufcstats.com/fighter-details/ace83095105dd205,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Daniel,Kelly,,"6' 0""",185 lbs.,"70.0""",Southpaw,13,4,0,0,http://ufcstats.com/fighter-details/bdcbb976816fd256,3.62,38%,4.64,61%,1.86,1.86,34%,78%,0.3
Tim,Kennedy,,"5' 11""",185 lbs.,"74.0""",Orthodox,18,6,0,0,http://ufcstats.com/fighter-details/3c660c90d48fc80d,2.78,47%,1.84,62%,2.58,2.58,35%,70%,0.7
Steve,Kennedy,The Steamrolla,"5' 11""",170 lbs.,--,Orthodox,24,8,0,0,http://ufcstats.com/fighter-details/185fb0200a4605e6,2.28,35%,5.52,45%,2.51,2.51,33%,0%,0.0
Jeremy,Kennedy,JBC,"5' 11""",145 lbs.,"71.0""",Orthodox,11,1,0,0,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,2.22,46%,2.58,47%,5.73,5.73,52%,66%,0.0
Waylon,Kennell,,"6' 0""",185 lbs.,--,,6,2,0,0,http://ufcstats.com/fighter-details/9b8a73b59be8d786,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Casey,Kenney,,"5' 7""",135 lbs.,"68.0""",Southpaw,16,4,1,0,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07,4.85,42%,4.67,58%,1.09,1.09,35%,61%,0.4
Maimaitituoheti,Keremuaili,Kyrgyz Mountain Eagle,"5' 6""",135 lbs.,"66.0""",Orthodox,26,11,0,0,http://ufcstats.com/fighter-details/772022b989534f0d,1.47,52%,1.67,37%,1.00,1.00,33%,84%,0.0
Aurelijus,Kerpe,,--,--,--,Orthodox,11,22,0,0,http://ufcstats.com/fighter-details/c1e4ae143cce7398,1.26,16%,8.21,31%,0.00,0.00,0%,0%,0.0
Mark,Kerr,The Smashing Machine,"6' 3""",266 lbs.,--,Switch,15,11,0,0,http://ufcstats.com/fighter-details/a7b48e18ca27795d,0.28,41%,0.89,28%,2.92,2.92,77%,0%,0.4
Will,Kerr,,"5' 10""",155 lbs.,"69.0""",Orthodox,9,3,0,0,http://ufcstats.com/fighter-details/ef61d9f5176b3200,1.91,42%,6.22,33%,0.00,0.00,0%,0%,14.3
Ron,Keslar,,--,185 lbs.,--,,11,9,0,0,http://ufcstats.com/fighter-details/b84f34b425dfd24b,0.00,0%,2.05,60%,0.00,0.00,0%,100%,7.7
Rustam,Khabilov,Tiger,"5' 8""",155 lbs.,"73.0""",Orthodox,24,4,0,0,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,1.98,34%,2.16,65%,3.95,3.95,41%,61%,0.1
Adam,Khaliev,,"6' 0""",170 lbs.,--,Orthodox,6,0,0,0,http://ufcstats.com/fighter-details/1aba18b5f15d4956,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Sergey,Khandozhko,Honda,"6' 1""",170 lbs.,"74.0""",Orthodox,28,6,1,0,http://ufcstats.com/fighter-details/90da09db03e41748,3.41,41%,2.37,60%,0.76,0.76,28%,61%,0.0
Sergei,Kharitonov,,"6' 0""",245 lbs.,--,Orthodox,26,6,0,0,http://ufcstats.com/fighter-details/0693b2eab79198ea,3.90,44%,3.03,54%,1.16,1.16,53%,70%,1.0
Alfred,Khashakyan,The Fearless,"5' 8""",135 lbs.,"70.0""",Orthodox,8,3,0,0,http://ufcstats.com/fighter-details/3929efe0c0a83d07,6.14,42%,6.38,40%,3.54,3.54,25%,0%,0.0
Aliaskhab,Khizriev,Black Wolf,"5' 9""",185 lbs.,"74.0""",Southpaw,14,0,0,0,http://ufcstats.com/fighter-details/7ab478c397cd68ef,6.03,64%,4.36,62%,5.77,5.77,60%,100%,3.9
WonBin,Ki,The Danger,"5' 11""",155 lbs.,"73.0""",Orthodox,16,7,0,0,http://ufcstats.com/fighter-details/aaeb55084b198a39,7.37,74%,0.21,50%,0.00,0.00,0%,0%,0.0
Pannie,Kianzad,Banzai,"5' 7""",135 lbs.,"66.0""",Orthodox,17,6,0,0,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,5.32,49%,4.12,53%,0.40,0.40,30%,80%,0.1
Akira,Kikuchi,,"5' 8""",155 lbs.,--,Orthodox,16,4,0,0,http://ufcstats.com/fighter-details/9c37681096c6f3a9,3.67,56%,0.40,14%,2.00,2.00,40%,100%,0.0
Katsunori,Kikuno,,"5' 8""",145 lbs.,"66.0""",Orthodox,24,8,2,0,http://ufcstats.com/fighter-details/44470bfd9483c7ad,2.64,40%,2.47,61%,1.88,1.88,75%,76%,0.8
Sanae,Kikuta,,"5' 9""",200 lbs.,--,Orthodox,31,9,3,0,http://ufcstats.com/fighter-details/e4bde462b043d3e1,0.70,45%,0.90,52%,1.60,1.60,63%,25%,1.8
Jacob,Kilburn,The Killer,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,0,http://ufcstats.com/fighter-details/637bd06c32219f0b,2.56,33%,6.78,35%,0.51,0.51,5%,20%,0.5
Dong Hyun,Kim,Stun Gun,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1,0,http://ufcstats.com/fighter-details/9bcf8603ceb25680,2.12,49%,1.89,58%,2.93,2.93,43%,71%,0.6
Jin Oh,Kim,,"5' 9""",205 lbs.,--,Orthodox,0,4,0,0,http://ufcstats.com/fighter-details/8d04923f2db59b7f,5.06,25%,8.43,50%,0.00,0.00,0%,66%,0.0
Dae Won,Kim,,"5' 11""",180 lbs.,--,Orthodox,11,7,0,0,http://ufcstats.com/fighter-details/354808cf38d9d73c,1.75,32%,2.51,36%,3.43,3.43,42%,0%,0.0
Jong Wang,Kim,,"6' 1""",240 lbs.,--,,13,23,0,0,http://ufcstats.com/fighter-details/380e8b023290d091,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jong Won,Kim,,"5' 7""",139 lbs.,--,Orthodox,0,1,0,0,http://ufcstats.com/fighter-details/9e0f28d1f639ad73,0.84,15%,3.28,63%,2.81,2.81,100%,0%,0.0
Min Soo,Kim,,"6' 1""",255 lbs.,--,Southpaw,3,7,0,0,http://ufcstats.com/fighter-details/831b937811804dad,0.87,100%,3.48,20%,0.00,0.00,0%,0%,0.0
Jong Man,Kim,Special Force,"5' 7""",139 lbs.,--,Orthodox,23,11,3,0,http://ufcstats.com/fighter-details/dba230fe33011201,1.33,21%,3.00,60%,0.00,0.00,0%,0%,0.0
Ji Yeon,Kim,Firefist,"5' 7""",125 lbs.,"72.0""",Orthodox,9,5,2,0,http://ufcstats.com/fighter-details/a20f234df70f2182,5.86,36%,5.64,56%,0.00,0.00,0%,36%,0.0
MinWoo,Kim,Korean MOAI,"5' 8""",135 lbs.,"72.0""",Orthodox,10,2,0,0,http://ufcstats.com/fighter-details/6343a95f1d9e6a33,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
HanSeul,Kim,Spade,"6' 1""",170 lbs.,"74.0""",Southpaw,13,4,0,0,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,6.28,55%,3.90,47%,0.00,0.00,0%,0%,9.8
KyeungPyo,Kim,Redhorse,"5' 9""",155 lbs.,"71.0""",Orthodox,11,3,0,0,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7,10.00,100%,2.00,50%,0.00,0.00,0%,0%,0.0
Josh,Kim,,"5' 9""",135 lbs.,--,,4,1,0,0,http://ufcstats.com/fighter-details/d538f13ab21d9633,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jeremy,Kimball,,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0,0,http://ufcstats.com/fighter-details/917a5cb9821df261,2.81,46%,3.84,49%,1.41,1.41,20%,50%,0.0
Rob,Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73.0""",Orthodox,25,9,0,0,http://ufcstats.com/fighter-details/054defd5420a551f,1.86,48%,4.79,38%,2.08,2.08,46%,25%,2.4
Dustin,Kimura,The Diamond,"5' 7""",135 lbs.,"71.0""",Orthodox,11,3,0,0,http://ufcstats.com/fighter-details/fe91d254db77a7fc,1.33,21%,3.82,51%,0.93,0.93,37%,50%,2.2
Taiei,Kin,,"5' 11""",185 lbs.,--,Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/c7ac79839e86ce33,2.71,60%,1.33,52%,0.00,0.00,0%,55%,0.0
Mike,King,,"6' 3""",185 lbs.,--,,5,1,0,0,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,4.44,58%,1.29,72%,1.75,1.75,25%,40%,3.5
Kyle,Kingsbury,Kingsbu,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0,0,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,2.97,40%,3.81,51%,2.64,2.64,41%,52%,0.0
Yusaku,Kinoshita,,"6' 0""",170 lbs.,--,,5,1,0,0,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kamuela,Kirk,The Jawaiian,"5' 10""",145 lbs.,"75.0""",Switch,12,5,0,0,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,2.99,49%,5.10,37%,0.86,0.86,40%,53%,1.3
Yurij,Kiseliov,Playboy,"5' 8""",185 lbs.,--,Orthodox,5,4,0,0,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,4.88,87%,0.00,0%,0.00,0.00,0%,50%,0.0
Justine,Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,7,4,0,0,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,4.51,48%,4.59,57%,0.87,0.87,33%,50%,0.1
Koji,Kitao,,"6' 7""",350 lbs.,--,Southpaw,1,2,0,0,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Satoru,Kitaoka,,"5' 6""",154 lbs.,--,,40,14,9,0,http://ufcstats.com/fighter-details/e2ac5bb645f33088,0.68,33%,2.15,45%,0.62,0.62,10%,27%,2.1
Top Noi,Kiwram,,"5' 5""",125 lbs.,"67.0""",Southpaw,8,3,0,0,http://ufcstats.com/fighter-details/e065b4a42a6c2c79,5.00,64%,3.73,69%,0.00,0.00,0%,83%,0.0
Ludovit,Klein,Mr. Highlight,"5' 7""",155 lbs.,"72.0""",Southpaw,18,4,0,0,http://ufcstats.com/fighter-details/5b86d491d63890c5,3.58,55%,4.22,45%,1.38,1.38,36%,80%,0.0
Seth,Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,8,4,0,0,http://ufcstats.com/fighter-details/8ad022dd81224f61,2.55,33%,2.42,40%,0.98,0.98,25%,90%,0.0
Stefan,Klever,,--,185 lbs.,--,Orthodox,6,1,0,0,http://ufcstats.com/fighter-details/bc3876891e155bb5,0.82,50%,3.84,58%,0.00,0.00,0%,0%,0.0
Felix,Klinkhammer,,"6' 0""",170 lbs.,--,,7,0,0,0,http://ufcstats.com/fighter-details/8276f28f1ad087de,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Drakkar,Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,12,2,1,0,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,4.42,55%,3.61,53%,1.77,1.77,33%,68%,0.0
Michael,Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,18,22,3,0,http://ufcstats.com/fighter-details/02f0e04acf102ea9,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kevin,Knabjian,,"5' 10""",170 lbs.,--,Orthodox,12,7,1,0,http://ufcstats.com/fighter-details/1fac46d466abd5b8,0.00,0%,15.56,22%,0.00,0.00,0%,100%,0.0
Jason,Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0,0,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,2.95,33%,3.02,51%,1.31,1.31,31%,47%,1.7
William,Knight,Knightmare,"5' 10""",205 lbs.,"73.0""",Orthodox,11,4,0,0,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,2.95,59%,2.99,32%,2.07,2.07,44%,48%,0.5
Josefine,Knutsson,Thunder,"5' 3""",115 lbs.,"61.0""",Orthodox,4,0,0,0,http://ufcstats.com/fighter-details/971dba22c622af12,2.27,44%,0.33,84%,4.00,4.00,100%,100%,0.0
Isao,Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4,0,http://ufcstats.com/fighter-details/a02652d063ef5baa,1.01,33%,1.66,45%,2.17,2.17,100%,100%,0.0
Kelly,Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,19,3,1,0,http://ufcstats.com/fighter-details/c398235fcaf8d71d,2.33,21%,4.11,59%,1.67,1.67,11%,0%,0.0
Erik,Koch,Phoenix,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0,0,http://ufcstats.com/fighter-details/99bd87a300079ed9,2.33,42%,2.82,47%,1.02,1.02,42%,81%,1.0
Sokun,Koh,,"6' 1""",205 lbs.,--,,4,1,0,0,http://ufcstats.com/fighter-details/6d8ef8706781c49e,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Shingo,Kohara,,"5' 6""",135 lbs.,--,,1,0,0,0,http://ufcstats.com/fighter-details/44c233770075cea1,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Brad,Kohler,,"5' 9""",220 lbs.,--,Orthodox,12,15,0,0,http://ufcstats.com/fighter-details/13c4313ed0f744f3,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Charlie,Kohler,,"5' 9""",155 lbs.,--,Orthodox,8,4,1,0,http://ufcstats.com/fighter-details/5717efc6f271cd52,0.81,33%,4.31,46%,0.00,0.00,0%,0%,4.0
Tsuyoshi,Kohsaka,TK,"5' 11""",225 lbs.,--,Orthodox,27,19,2,0,http://ufcstats.com/fighter-details/b76ed59283d3559c,1.88,38%,4.41,54%,1.32,1.32,20%,33%,0.4
Kaloyan,Kolev,,"6' 2""",205 lbs.,"73.0""",Orthodox,10,1,0,0,http://ufcstats.com/fighter-details/33de378ce1734638,1.12,45%,4.49,42%,10.11,10.11,60%,0%,0.0
John,Kolosci,,"5' 11""",185 lbs.,--,Orthodox,15,9,0,0,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,0.21,20%,0.85,50%,0.00,0.00,0%,0%,0.0
Yuki,Kondo,,"5' 11""",183 lbs.,--,Southpaw,60,33,9,0,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,1.14,42%,2.57,51%,0.76,0.76,41%,37%,0.5
Syuri,Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/a851c35f58199231,5.40,44%,7.22,58%,0.00,0.00,0%,83%,0.3
Cheick,Kongo,,"6' 4""",240 lbs.,"82.0""",Orthodox,27,10,2,0,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,3.33,56%,1.28,54%,2.30,2.30,56%,52%,0.2
Andrei,Kopylov,,"6' 2""",265 lbs.,--,Orthodox,6,11,0,0,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,0.33,66%,4.31,40%,0.00,0.00,0%,0%,0.0
Roman,Kopylov,,"6' 0""",185 lbs.,"75.0""",Southpaw,8,2,0,0,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,2.72,42%,3.93,55%,0.52,0.52,33%,83%,0.0
Bruno,Korea,,"5' 6""",135 lbs.,"65.0""",,7,3,0,0,http://ufcstats.com/fighter-details/6c011be66326ad97,2.12,34%,3.96,42%,0.00,0.00,0%,25%,0.0
Andrey,Koreshkov,Spartan,"6' 0""",170 lbs.,--,,19,2,0,0,http://ufcstats.com/fighter-details/aee885b8ca29ab4f,2.84,39%,1.92,63%,4.80,4.80,53%,0%,0.0
Josh,Koscheck,,"5' 10""",170 lbs.,"73.0""",Orthodox,17,11,0,0,http://ufcstats.com/fighter-details/dd37fd509af89f15,1.79,36%,2.27,63%,2.46,2.46,48%,64%,0.4
Naoyuki,Kotani,,"5' 8""",155 lbs.,"66.0""",Southpaw,34,14,7,0,http://ufcstats.com/fighter-details/bc8f6b42767e28df,1.02,31%,2.89,50%,0.83,0.83,16%,46%,0.8
Ilya,Kotau,,--,170 lbs.,--,,1,2,0,0,http://ufcstats.com/fighter-details/a68d57ae177a5815,3.94,40%,4.38,44%,6.57,6.57,100%,100%,6.6
Iouri,Kotchkine,,"6' 2""",235 lbs.,--,Orthodox,7,4,1,0,http://ufcstats.com/fighter-details/c6becb722706c7d8,0.67,38%,4.92,15%,0.00,0.00,0%,25%,0.0
Matt,Kovacs,300,"6' 0""",244 lbs.,--,Orthodox,12,16,0,0,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,1.47,22%,4.87,44%,1.00,1.00,25%,0%,0.0
Marcus,Kowal,,--,135 lbs.,--,,3,1,1,0,http://ufcstats.com/fighter-details/ad0e42800a0d8977,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Karolina,Kowalkiewicz,,"5' 3""",115 lbs.,"64.0""",Orthodox,13,7,0,0,http://ufcstats.com/fighter-details/d7c3816669784109,5.38,41%,5.59,56%,0.18,0.18,18%,75%,0.3
Steve,Kozola,,--,155 lbs.,--,,8,0,0,0,http://ufcstats.com/fighter-details/fc36e2352dccf2a4,3.90,39%,4.36,50%,2.34,2.34,100%,100%,0.0
Derrick,Krantz,D-Rock,"5' 10""",170 lbs.,"72.0""",Orthodox,22,12,0,0,http://ufcstats.com/fighter-details/714e1e0681ddb703,2.07,37%,4.03,50%,3.18,3.18,50%,0%,0.8
James,Krause,The,"6' 2""",170 lbs.,"73.0""",Orthodox,28,9,0,0,http://ufcstats.com/fighter-details/8f6a18831a120817,4.79,49%,4.11,61%,0.96,0.96,18%,59%,0.9
Pascal,Krauss,Panzer,"6' 1""",170 lbs.,--,Orthodox,11,2,0,0,http://ufcstats.com/fighter-details/a01e84abefd85ec0,5.45,47%,3.88,59%,1.53,1.53,50%,60%,0.9
Rene,Kronvold,,"5' 8""",170 lbs.,--,Orthodox,5,1,0,0,http://ufcstats.com/fighter-details/db05271715bb4874,0.82,100%,2.47,60%,0.00,0.00,0%,66%,4.1
Jorgen,Kruth,The Last Viking,"6' 2""",205 lbs.,--,,5,0,0,0,http://ufcstats.com/fighter-details/6071d786f6187810,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Nikita,Krylov,The Miner,"6' 3""",205 lbs.,"77.0""",Orthodox,27,9,0,0,http://ufcstats.com/fighter-details/1091d4d957141094,4.35,56%,2.44,43%,1.43,1.43,35%,54%,1.3
