Fighter,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str Acc. (pct),SApM,Str Def. (pct),TD Avg.,TD Acc. (pct),TD Def. (pct),Sub. Avg.,Link
Tamdan McCrory,The Barncat,6.33,185.0,76.0,Switch,14,5,0,0,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,http://ufcstats.com/fighter-details/eff47295daf721a6
Rob McCullough,Razor,5.75,155.0,69.0,Orthodox,19,8,0,0,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0,http://ufcstats.com/fighter-details/11e3fd7546359fc5
Justin McCully,The Insane One,6.08,225.0,73.0,Orthodox,11,5,2,0,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,http://ufcstats.com/fighter-details/75f871836d41f90f
Robert McDaniel,Bubba,6.25,185.0,75.0,Southpaw,28,10,0,0,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,http://ufcstats.com/fighter-details/5cafbc97dba2e797
Michael McDonald,The Black Sniper,5.92,205.0,,Orthodox,1,1,0,0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d52ef694108f8235
Scott McDonald,,,,,,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/08ae3100bf2100ed
Michael McDonald,Mayday,5.75,135.0,70.0,Orthodox,17,4,0,0,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,http://ufcstats.com/fighter-details/d0314416a7f26527
Josh McDonald,,,185.0,,,9,5,0,0,0.8,0.57,3.4,0.33,9.0,0.5,0.0,0.0,http://ufcstats.com/fighter-details/b507a76087e3ed9f
Miles McDonald,,5.58,115.0,,,2,1,0,0,5.1,0.45,4.0,0.43,0.0,0.0,1.0,1.0,http://ufcstats.com/fighter-details/a3f8356ace5e3eb5
Justin McElfresh,,6.5,205.0,,Orthodox,6,4,0,0,4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/49c29e57d4e2be6f
Drew McFedries,The Massacre,6.0,185.0,72.0,Southpaw,12,7,0,0,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,http://ufcstats.com/fighter-details/1fd4fbdcc67de844
Liam McGeary,,6.5,205.0,,,12,2,0,0,1.28,0.48,1.92,0.5,0.51,1.0,0.0,2.5,http://ufcstats.com/fighter-details/e4e0993befecdaf8
Gan McGee,The Giant,6.83,265.0,,Orthodox,13,5,0,0,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,http://ufcstats.com/fighter-details/d90b630e0561818b
Court McGee,The Crusher,5.92,170.0,75.0,Orthodox,22,11,0,0,4.68,0.37,3.69,0.6,1.86,0.25,0.69,0.5,http://ufcstats.com/fighter-details/523fa774700d7d3f
Ryan McGillivray,The Kid,5.92,170.0,,,12,0,1,0,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9
Ryan McGivern,,6.0,185.0,,Orthodox,13,7,0,0,2.22,0.29,2.22,0.57,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/856ec65948b7d234
Jack McGlaughlin,,,,,Orthodox,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/237187ed9f419285
Conor McGregor,The Notorious,5.75,155.0,74.0,Southpaw,22,6,0,0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,http://ufcstats.com/fighter-details/f4c49976c75c5ab2
Greg McIntyre,,5.83,155.0,,Orthodox,6,4,0,0,0.79,0.3,1.36,0.41,5.09,0.5,0.0,0.0,http://ufcstats.com/fighter-details/00a905a4a4a2b071
Antonio McKee,Mandingo,5.67,155.0,,Southpaw,29,6,2,0,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0,http://ufcstats.com/fighter-details/3414b50b08a10600
AJ McKee,Mercenary,5.83,145.0,,,8,0,0,0,2.75,0.32,0.92,0.8,11.01,1.0,1.0,11.0,http://ufcstats.com/fighter-details/f3ec0214794a699e
Rhys McKee,Skeletor,6.17,170.0,78.0,Orthodox,10,4,1,0,6.83,0.53,11.9,0.43,0.0,0.0,0.2,0.0,http://ufcstats.com/fighter-details/f748267c4ab6c127
Cory McKenna,Poppins,5.25,115.0,58.0,Orthodox,6,2,0,0,3.64,0.41,3.71,0.45,1.33,0.44,0.71,0.0,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Tim McKenzie,,6.0,185.0,74.0,Orthodox,14,9,0,0,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,http://ufcstats.com/fighter-details/9ca265dfe8323db3
Cody McKenzie,,6.0,155.0,72.0,Switch,16,10,0,0,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,http://ufcstats.com/fighter-details/7be63795363029e8
Terrance McKinney,T. Wrecks,5.83,155.0,73.0,Switch,12,4,0,0,4.11,0.59,1.77,0.56,4.84,0.44,1.0,1.2,http://ufcstats.com/fighter-details/809bd1a871491508
Brian McLaughlin,,5.75,155.0,,,6,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6488729da7ac1c79
Jason McLean,,5.42,145.0,,,6,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8336d7a85ce45481
Garreth McLellan,Soldier Boy,6.08,185.0,72.0,Southpaw,13,6,0,0,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,http://ufcstats.com/fighter-details/f215cfbd4ba3c270
Sara McMann,,5.5,135.0,66.0,Orthodox,13,6,0,0,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,http://ufcstats.com/fighter-details/7be74a12d7352df2
James McSweeney,The Hammer,6.33,230.0,77.0,Switch,15,15,0,0,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,http://ufcstats.com/fighter-details/cac08b8685387ca5
Charles McTorry,,,,,,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/acd8a53f7c0ce85e
Daniel McWilliams,The Animal,6.08,185.0,,,15,37,0,0,3.36,0.77,0.0,0.0,0.0,0.0,1.0,21.6,http://ufcstats.com/fighter-details/7b03d9df5910917d
Tim Means,The Dirty Bird,6.17,170.0,75.0,Orthodox,32,13,1,0,5.01,0.48,3.63,0.61,1.02,0.39,0.66,0.2,http://ufcstats.com/fighter-details/4b47e71384a9522f
Yancy Medeiros,,5.83,155.0,75.0,Orthodox,15,8,0,0,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,http://ufcstats.com/fighter-details/813550bc53b15fb0
Anistavio Medeiros,Gasparzinho,5.5,145.0,,Orthodox,19,10,0,0,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2937cb502dda0808
Kaline Medeiros,The Dark Angel,5.25,115.0,,,8,5,0,0,2.06,0.7,0.29,0.83,4.41,1.0,0.0,4.4,http://ufcstats.com/fighter-details/263af068bd986548
Uros Medic,The Doctor,6.08,155.0,71.0,Southpaw,8,1,0,0,8.14,0.66,3.76,0.59,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/681399317dbf4701
Todd Medina,El Tiburon,5.83,193.0,,Southpaw,11,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b60391da771deefe
Jason Medina,,5.75,180.0,,,21,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f53fb9d9e57cc38e
Emil Meek,Valhalla,5.92,170.0,74.0,Switch,9,5,1,0,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,http://ufcstats.com/fighter-details/103b06d8707895a9
Sanford Alton Meeks,,6.42,265.0,75.0,Orthodox,1,1,0,0,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0,http://ufcstats.com/fighter-details/27c59ac201539d10
Gerald Meerschaert,GM3,6.08,185.0,77.0,Southpaw,34,15,0,0,3.04,0.44,3.53,0.51,2.25,0.4,0.29,1.8,http://ufcstats.com/fighter-details/6ac9bc2953c47345
Frank Megallon,,5.83,185.0,,Southpaw,2,3,0,0,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c0a93b52096b7682
Derrick Mehmen,Caveman,6.33,205.0,,,19,9,0,0,1.93,0.14,4.53,0.48,1.0,0.16,0.0,0.0,http://ufcstats.com/fighter-details/6c7dafd03b6cc3f8
Miika Mehmet,,,205.0,,Orthodox,3,5,0,0,0.33,0.12,7.29,0.24,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/41dca66f9dadfc86
Jordan Mein,Young Gun,6.0,170.0,73.0,Orthodox,31,12,0,0,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,http://ufcstats.com/fighter-details/2aa49b3766a59bcd
Bryce Mejia,,6.08,170.0,,,3,1,0,0,3.49,0.62,6.98,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6eae26c44e505775
Brian Melancon,,5.67,170.0,,Orthodox,7,3,0,0,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0,http://ufcstats.com/fighter-details/eee7dafac7d672b5
Brandon Melendez,The Murderer,5.92,155.0,,Southpaw,25,25,0,0,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0,http://ufcstats.com/fighter-details/2b06b6ad5db63348
Gilbert Melendez,El Nino,5.75,145.0,73.0,Orthodox,22,8,0,0,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
Marcelo Mello,,5.58,170.0,,Southpaw,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/672ef06fd9f41f7d
Fabio Mello,,5.42,155.0,,Southpaw,11,8,0,0,0.86,0.35,3.94,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8a028648f3f0761d
Vanessa Melo,,5.42,135.0,65.0,Orthodox,11,8,0,0,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
Antonio Mendes,Samurai,6.25,205.0,77.0,Southpaw,18,13,0,0,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0,http://ufcstats.com/fighter-details/3795fca327cbcf23
Chad Mendes,Money,5.5,145.0,66.0,Orthodox,18,5,0,0,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,http://ufcstats.com/fighter-details/b5b684eac99ae0a3
Augusto Mendes,Tanquinho,5.5,135.0,65.0,Orthodox,6,2,0,0,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
Eddie Mendez,,5.83,185.0,,,8,3,1,0,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/49e49b54e5901d0d
Luis Mendoza,,,155.0,,,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/28200bc87367614f
Pietro Menga,,5.58,125.0,68.0,Southpaw,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/869d68b5383131fd
Alonzo Menifield,Atomic,6.0,205.0,76.0,Orthodox,12,3,0,0,3.88,0.56,3.23,0.53,0.82,0.3,0.83,0.2,http://ufcstats.com/fighter-details/a495f599e787614f
Ivan Menjivar,The Pride of El Salvador,5.5,145.0,64.0,Orthodox,25,12,0,0,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,http://ufcstats.com/fighter-details/5755960ebd0b16f6
Dave Menne,The Warrior,5.83,170.0,,Orthodox,45,17,2,0,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,http://ufcstats.com/fighter-details/275cafc9de131c83
Steve Mensing,The Machine,5.92,185.0,,Orthodox,9,13,2,0,0.0,0.0,9.51,0.42,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3bc27ec15facbcf3
Buck Meredith,,6.17,185.0,,,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/36120738148f203f
Adam Meredith,,6.17,170.0,,,5,3,0,0,2.63,0.5,2.11,0.55,7.89,1.0,1.0,7.9,http://ufcstats.com/fighter-details/c1135a6892e916db
Joe Merritt,,6.0,170.0,,Orthodox,7,2,0,0,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,http://ufcstats.com/fighter-details/e82d5f54daa85a7e
Jeremiah Metcalf,,6.08,185.0,,Orthodox,13,7,0,0,1.74,0.59,0.27,0.6,4.02,0.66,1.0,2.0,http://ufcstats.com/fighter-details/5bdcbd8dd681a257
Jonathan Meunier,District,6.25,170.0,,Switch,8,1,0,0,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0,http://ufcstats.com/fighter-details/5823ceab56741617
Yaotzin Meza,,5.75,145.0,71.0,Orthodox,21,11,0,0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,http://ufcstats.com/fighter-details/3623bd267a2eef2e
Guy Mezger,,6.08,200.0,,Orthodox,30,14,2,0,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0,http://ufcstats.com/fighter-details/946f341df6472ee0
Brandon Michaels,,5.75,185.0,,,4,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f5e4ce11afbdfb61
Andreas Michailidis,The Spartan,6.0,170.0,76.0,Orthodox,13,6,0,0,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
David Michaud,BullDawg,5.75,155.0,,Orthodox,11,3,0,0,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,http://ufcstats.com/fighter-details/49f4b511932f71e9
Chris Mickle,,5.75,145.0,,Orthodox,30,21,2,0,3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f903967fd320da38
Zachary Micklewright,,6.0,155.0,74.0,Southpaw,15,3,0,0,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0,http://ufcstats.com/fighter-details/a36a14985a57a1c6
Kristof Midoux,The Hurricane,6.08,220.0,,Orthodox,6,10,0,0,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5b5b9c6f6f270369
Keith Mielke,,5.67,185.0,,,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f62850b3c7480db9
Chris Mierzwiak,,6.08,185.0,,,5,3,0,0,1.6,0.61,1.73,0.48,2.0,0.28,0.0,1.0,http://ufcstats.com/fighter-details/2b284840ca89876a
Gabriel Miglioli,Biel,5.67,170.0,,,9,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a6fa5dd90528e9f7
Bojan Mihajlovic,,5.92,205.0,73.0,Orthodox,10,6,0,0,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/d6285cba1d1052e0
Billy Miles,The Kid,5.83,170.0,,Orthodox,2,2,0,0,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3c48019bc387b80c
Pat Miletich,The Croatian Sensation,5.83,170.0,,Orthodox,29,7,2,0,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0,http://ufcstats.com/fighter-details/cedfdf8d423d500c
Curtis Millender,Curtious,6.17,170.0,76.0,Orthodox,17,5,0,0,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0,http://ufcstats.com/fighter-details/f1928a52590c5532
Phillip Miller,,5.92,185.0,,Orthodox,16,0,0,0,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6,http://ufcstats.com/fighter-details/18aecaf50f52e4c3
Jason Miller,Mayhem,6.08,185.0,,Orthodox,23,10,0,0,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,http://ufcstats.com/fighter-details/b2f88c04c4dd43ce
Dan Miller,,6.08,185.0,74.0,Orthodox,14,8,0,0,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,http://ufcstats.com/fighter-details/d0c29452d3272603
Jim Miller,A-10,5.67,155.0,71.0,Southpaw,35,16,0,0,2.79,0.41,2.93,0.58,1.62,0.43,0.47,1.8,http://ufcstats.com/fighter-details/d1941565abf50b16
Cole Miller,Magrinho,6.08,145.0,73.0,Orthodox,21,11,0,0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,http://ufcstats.com/fighter-details/282fa667ff9c51ed
Henry Miller,Sentoryu,5.58,270.0,,Southpaw,6,16,0,0,1.25,0.36,2.16,0.54,0.55,0.25,0.6,0.0,http://ufcstats.com/fighter-details/45a2ba3ef82b9700
Micah Miller,Maverick,6.0,145.0,,Orthodox,20,8,0,0,1.33,0.33,2.15,0.54,0.98,0.37,0.21,2.0,http://ufcstats.com/fighter-details/3ff0d0dc7a14bb50
Aaron Miller,Blood Spiller,5.75,145.0,,,14,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a4d055f1435d6d75
Mo Miller,Moshow,5.67,135.0,72.0,Orthodox,6,0,0,0,1.87,0.45,1.33,0.6,4.0,0.8,0.0,0.0,http://ufcstats.com/fighter-details/39019970ac8543e9
Juliana Miller,Killer,5.58,125.0,,,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/aa0c573da7119292
Eddy Millis,,6.08,185.0,,,0,2,0,0,0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2,http://ufcstats.com/fighter-details/f2c934689243fe4e
Che Mills,Beautiful,6.08,170.0,76.0,Orthodox,16,10,0,0,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
Adam Milstead,The Prototype,6.25,205.0,76.0,Orthodox,8,4,0,0,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,http://ufcstats.com/fighter-details/72ffecf712673af1
Alberto Mina,Soldier of God,6.0,170.0,77.0,Orthodox,13,1,0,0,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
Vitaly Minakov,,6.17,249.0,,,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/56c975c4a2b357a5
Darrick Minner,,5.58,145.0,69.0,Orthodox,26,13,0,0,2.58,0.64,1.95,0.32,2.46,0.72,0.66,2.8,http://ufcstats.com/fighter-details/34e516ab361afb1c
Mike Minniger,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c8aa3541bec4042e
Ikuhisa Minowa,Minowaman,5.75,181.0,,Orthodox,60,42,8,0,0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9,http://ufcstats.com/fighter-details/ce6065baef021cf3
Carlton Minus,Clutch,5.83,170.0,75.0,Orthodox,10,3,0,0,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0,http://ufcstats.com/fighter-details/40d8b74488743800
Stipe Miocic,,6.33,240.0,80.0,Orthodox,20,4,0,0,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0.0,http://ufcstats.com/fighter-details/d28dee5c705991df
Frank Mir,,6.25,264.0,79.0,Southpaw,18,11,0,0,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,http://ufcstats.com/fighter-details/1ff9589f9065a9ed
Juan Miranda,,,155.0,,,7,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/be8ad887e4d674b0
Mario Miranda,,6.25,185.0,74.0,Orthodox,14,7,0,0,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,http://ufcstats.com/fighter-details/df2bf09c99594848
Vitor Miranda,Lex Luthor,6.08,185.0,77.0,Orthodox,12,5,0,0,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
Damir Mirenic,Wolf,6.0,185.0,,Orthodox,9,4,0,0,0.84,0.5,9.86,0.35,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/992c82450d96f726
Kazuo Misaki,Hitman,5.67,183.0,,Orthodox,25,11,2,0,2.85,0.4,2.74,0.63,0.72,0.38,0.51,0.6,http://ufcstats.com/fighter-details/5e7a28f20927d64a
Toby Misech,2 Quick,5.67,145.0,,Southpaw,9,5,0,0,3.27,0.4,7.73,0.46,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3f87218a7aca84c4
Dokonjonosuke Mishima,,5.58,155.0,,Southpaw,21,7,2,0,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,http://ufcstats.com/fighter-details/b14a68c533f4a4aa
Felix Lee Mitchell,,,,,Orthodox,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6cbb7661c3258617
David Mitchell,Daudi,6.0,170.0,75.0,Orthodox,22,7,0,0,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,http://ufcstats.com/fighter-details/8f3df4c579cfbb69
Danny Mitchell,The Cheesecake Assassin,6.17,170.0,,Orthodox,19,9,1,0,2.53,0.49,2.53,0.52,0.0,0.0,1.0,3.0,http://ufcstats.com/fighter-details/c06d554ce1713fd3
Brad Mitchell,,5.92,145.0,,,4,2,0,0,1.15,0.33,4.2,0.52,0.0,0.0,1.0,1.9,http://ufcstats.com/fighter-details/7263e0dc082adc87
Clay Mitchell,,6.17,185.0,,,1,2,0,0,1.63,0.85,0.0,0.0,0.0,0.0,1.0,4.1,http://ufcstats.com/fighter-details/3d960455f880bb25
Bryce Mitchell,Thug Nasty,5.83,145.0,70.0,Southpaw,15,1,0,0,2.28,0.63,1.39,0.59,3.4,0.52,0.33,1.9,http://ufcstats.com/fighter-details/d9c6f19f958643e9
Maurice Mitchell,The AK Kid,5.75,145.0,,Orthodox,11,2,0,0,3.8,0.55,3.54,0.6,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/568bebed6366b667
Roman Mitichyan,,5.83,170.0,,Orthodox,8,3,0,0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,http://ufcstats.com/fighter-details/2961be02cfb0d2c1
Matt Mitrione,,6.25,265.0,82.0,Switch,12,5,0,0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,http://ufcstats.com/fighter-details/ba280572acfba13f
Eiji Mitsuoka,,5.58,145.0,,Southpaw,18,9,2,0,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,http://ufcstats.com/fighter-details/2b4faacc16d66898
Hiromitsu Miura,,5.75,170.0,71.0,Orthodox,12,7,0,0,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,http://ufcstats.com/fighter-details/509697e08673d2e5
Jonathan Mix,,6.0,168.0,,,7,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f64e4ecd214c6378
Tomoya Miyashita,,5.58,139.0,,Southpaw,17,9,7,0,1.67,0.65,0.93,0.33,4.0,0.8,0.0,2.0,http://ufcstats.com/fighter-details/c9885b1b7c7055a0
Kazuyuki Miyata,,5.67,139.0,,Orthodox,15,9,0,0,2.04,0.52,1.82,0.63,4.31,0.46,0.68,0.0,http://ufcstats.com/fighter-details/af70d268e5352186
Motoki Miyazawa,,5.92,168.0,,Southpaw,7,3,0,0,1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9649d75defe0dedb
Takeya Mizugaki,,5.58,135.0,69.0,Orthodox,21,11,2,0,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,http://ufcstats.com/fighter-details/48e093ea1f43a053
Tatsuya Mizuno,,6.08,205.0,,Southpaw,16,12,1,0,2.25,0.37,3.52,0.53,1.19,0.25,0.4,3.6,http://ufcstats.com/fighter-details/478c8706bdb92440
Roxanne Modafferi,The Happy Warrior,5.58,125.0,69.0,Orthodox,25,21,0,0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,http://ufcstats.com/fighter-details/4498b382c65a7faa
Bobby Moffett,The Wolfman,5.83,145.0,73.0,Orthodox,13,5,0,0,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,http://ufcstats.com/fighter-details/d76ad9a08c4408ff
Bronson Mohika,,,135.0,,,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/65239fccecd03404
Nate Mohr,,5.75,155.0,72.0,Orthodox,9,7,0,0,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,http://ufcstats.com/fighter-details/04c15b52c3cc1cab
Renato Moicano,,5.92,155.0,72.0,Orthodox,16,5,1,0,4.8,0.48,4.07,0.61,1.7,0.48,0.73,0.6,http://ufcstats.com/fighter-details/b6452706b373eea1
Thiago Moises,,5.75,155.0,70.0,Orthodox,16,6,0,0,2.48,0.37,4.02,0.56,1.11,0.36,0.6,1.2,http://ufcstats.com/fighter-details/d945aae53e3e54e6
Muhammad Mokaev,The Punisher,5.58,125.0,70.0,Orthodox,7,0,0,0,2.07,0.4,1.03,0.8,0.0,0.0,0.0,15.5,http://ufcstats.com/fighter-details/75353550928a7921
Ashkan Mokhtarian,The Assassin,5.5,125.0,67.0,Southpaw,13,3,0,0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6
Suman Mokhtarian,,5.67,145.0,72.0,Orthodox,8,5,0,0,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/192520689012c7e4
Dan Molina,,5.83,216.0,,,13,9,0,0,0.0,0.0,5.58,0.6,0.0,0.0,0.0,20.9,http://ufcstats.com/fighter-details/606136dee6f6ecea
Jeff Molina,El Jefe,5.5,125.0,69.0,Orthodox,11,2,0,0,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/008ea710276c9606
Rudyard Moncayo,,5.83,195.0,,Orthodox,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/02d276b7d62b3472
Hidetaka Monma,,6.0,168.0,,Orthodox,18,11,4,0,1.67,0.25,9.76,0.34,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a8e133139286df84
Jeff Monson,The Snowman,5.75,247.0,74.0,Orthodox,60,26,1,0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,http://ufcstats.com/fighter-details/cbfd1d34356a004c
Darrell Montague,Mongoose,5.5,125.0,67.0,Southpaw,13,5,0,0,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,http://ufcstats.com/fighter-details/bffeb123b21c9aad
Andrew Montanez,,,185.0,,,9,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/72c9c2eadfc3277e
Augusto Montano,Dodger,6.08,170.0,73.0,Orthodox,15,3,0,0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/94508d80e1f885fc
